state,district,Enrolments,Updates,UER,Youth_Ratio,Child_Dependency,UER_ZScore,Is_Anomaly,Zone_Strategy,Predicted_Trajectory
Chhattisgarh,Balod,1678.0,140949.0,83.94818344252532,0.9976162097735399,320.6,1.3516852194934919,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Baloda Bazar,4944.0,257017.0,51.97512639029323,0.9933252427184466,127.91176470588235,0.6014807382322196,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Balrampur,6190.0,112544.0,18.17864642222581,0.9888529886914378,65.61428571428571,-0.19150789221001602,False,YELLOW: Hybrid Center,Stable in current zone
Chhattisgarh,Bastar,6608.0,173815.0,26.299742775003782,0.99909200968523,684.8571428571429,-0.0009573650378487007,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Bemetara,2771.0,170403.0,61.472943722943725,0.9960303139660772,204.83333333333334,0.8243341586453908,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Bijapur,6724.0,40931.0,6.08639405204461,0.797441998810232,2.6419662509170947,-0.47523621702526436,False,GREEN: Enrolment Van,Stable in current zone
Chhattisgarh,Bilaspur,8941.0,348378.0,38.95974055021248,0.9978749580583828,374.5,0.2960923367846505,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Dakshin Bastar Dantewada,1224.0,33107.0,27.026122448979592,0.9803921568627451,41.12,0.016086150245145227,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Dantewada,710.0,21326.0,29.9943741209564,1.0,584.0,0.0857321556987529,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Dhamtari,1968.0,134991.0,68.55815134586085,0.9984756097560976,469.0,0.9905789597194838,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Durg,4095.0,257000.0,62.744140625,0.9885225885225886,73.5,0.8541610723161775,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Gariyaband,1542.0,79687.0,51.644199611147116,0.9961089494163424,186.71428571428572,0.5937159895477506,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Gaurela-pendra-marwahi,140.0,5714.0,40.52482269503546,0.9642857142857143,19.166666666666668,0.3328148696556897,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,0.0,0.9287894201424212,8.774647887323944,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Chhattisgarh,Janjgir - Champa,33.0,415.0,12.205882352941176,1.0,32.0,-0.33165071192768303,False,GREEN: Enrolment Van,Stable in current zone
Chhattisgarh,Janjgir Champa,25.0,428.0,16.46153846153846,1.0,21.0,-0.23179750495529225,False,YELLOW: Hybrid Center,Stable in current zone
Chhattisgarh,Janjgir-champa,4639.0,292814.0,63.10646551724138,0.999784436300927,2033.0,0.8626625352006285,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Jashpur,2543.0,145626.0,57.242924528301884,0.9992135273299253,555.3333333333334,0.7250824871378029,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Kabeerdham,955.0,59618.0,62.36192468619247,0.9968586387434555,215.0,0.8451928929633409,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Kanker,1705.0,82049.0,48.094372801875735,0.9988269794721407,475.3333333333333,0.5104241111494391,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Kawardha,2142.0,127791.0,59.631824545030334,0.9995331465919701,942.0,0.7811347906415648,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Khairagarh Chhuikhadan Gandai,246.0,7138.0,28.898785425101213,1.0,183.0,0.060025650752821375,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Kondagaon,3038.0,119310.0,39.25962487660414,0.9970375246872942,197.5,0.30312871635734884,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Korba,3542.0,185248.0,52.28563364380469,0.9963297571993224,217.14285714285714,0.6087663704027024,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Koriya,1763.0,92632.0,52.512471655328795,0.9994327850255247,629.0,0.6140888171267608,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Mahasamund,3361.0,234756.0,69.82629387269482,0.9925617375781017,106.65384615384616,1.0203342066123493,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,ManendragarhChirmiriBharatpur,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,294.0,5394.0,18.284745762711864,1.0,188.0,-0.1890184148803546,False,YELLOW: Hybrid Center,Stable in current zone
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,14.0,248.0,16.533333333333335,1.0,10.0,-0.23011293552347017,False,YELLOW: Hybrid Center,Stable in current zone
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,259.0,24406.0,93.86923076923077,0.9845559845559846,32.4,1.5844691585188029,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Mungeli,2957.0,153131.0,51.7684246112238,0.9993236388231316,866.6666666666666,0.5966307609313554,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Narayanpur,762.0,38938.0,51.032765399737876,0.989501312335958,49.77777777777778,0.5793695138683584,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Raigarh,4956.0,258062.0,52.06011700625378,0.9925343018563357,113.0,0.6034749279293325,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Raipur,7041.0,325376.0,46.20505538199375,0.9919045590115041,106.98275862068965,0.46609383667474663,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Rajnandgaon,4185.0,302616.0,72.29240324892498,0.9945041816009558,157.95833333333334,1.0781981231689037,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Sakti,455.0,13709.0,30.06359649122807,0.9956043956043956,124.33333333333333,0.087356364866381,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Sarangarh-Bilaigarh,186.0,9098.0,48.6524064171123,0.9838709677419355,39.75,0.5235176141623352,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Sukma,2179.0,42885.0,19.672018348623855,0.945387792565397,10.466666666666667,-0.156467942494123,False,YELLOW: Hybrid Center,Stable in current zone
Chhattisgarh,Surajpur,2977.0,113889.0,38.243451981195435,0.9976486395700369,281.25,0.27928559561270194,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Chhattisgarh,Surguja,3556.0,198543.0,55.817542873207756,0.9969066366704162,238.83333333333334,0.6916378370559436,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chhattisgarh,Uttar Bastar Kanker,888.0,43869.0,49.346456692913385,0.990990990990991,79.77777777777777,0.5398025639022364,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Dadra & Nagar Haveli,Dadra & Nagar Haveli,25.0,788.0,30.307692307692307,1.0,22.0,0.09308374261038113,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Dadra and Nagar Haveli,Dadra and Nagar Haveli,744.0,33268.0,44.65503355704698,0.9946236559139785,133.8,0.4297246738127717,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,88.0,3667.0,41.20224719101124,0.9090909090909091,7.777777777777778,0.34870971798899003,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Dadra and Nagar Haveli and Daman and Diu,Daman,63.0,2208.0,34.5,0.8571428571428571,4.9,0.19145056478998781,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Dadra and Nagar Haveli and Daman and Diu,Diu,22.0,397.0,17.26086956521739,0.8181818181818182,2.4,-0.21304228317553475,False,YELLOW: Hybrid Center,Stable in current zone
Daman & Diu,Daman,9.0,1789.0,178.9,1.0,8.0,3.5796009977359993,True,RED: Express Update Hub,Stable RED zone - long-term update demand
Daman & Diu,Diu,12.0,1040.0,80.0,1.0,12.0,1.2590464422071868,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Daman and Diu,Daman,58.0,5137.0,87.0677966101695,1.0,47.0,1.4248827174476308,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Daman and Diu,Diu,62.0,3178.0,50.44444444444444,1.0,60.0,0.5655653594404592,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Darbhanga,Near University Thana,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Delhi,Central Delhi,3947.0,103107.0,26.11626139817629,0.9511021028629338,14.231958762886597,-0.005262507048482997,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,East Delhi,10736.0,309866.0,28.85964422091832,0.9792287630402384,35.95982142857143,0.05910725540726529,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,Najafgarh,30.0,1040.0,33.54838709677419,1.0,21.0,0.16912225682557278,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,New Delhi,1637.0,8624.0,5.264957264957265,0.8674404398289554,4.2110091743119265,-0.4945101187275343,False,GREEN: Enrolment Van,Stable in current zone
Delhi,North Delhi,4459.0,147730.0,33.12331838565022,0.9818344920385736,38.390243902439025,0.15914859520766086,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,North East,1738.0,58447.0,33.6095457159287,0.998849252013809,442.6666666666667,0.17055726099431734,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,North East   *,2.0,0.0,0.0,1.0,2.0,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Delhi,North East Delhi,12113.0,284244.0,23.464091134224862,0.9946338644431603,125.74242424242425,-0.0674920903452529,False,YELLOW: Hybrid Center,Stable in current zone
Delhi,North West Delhi,16043.0,639282.0,39.845549738219894,0.9778719690830892,34.81741573033708,0.3168766496922328,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,Shahdara,1700.0,36507.0,21.462081128747794,0.9623529411764706,17.246153846153845,-0.1144665437165782,False,YELLOW: Hybrid Center,Stable in current zone
Delhi,South Delhi,13395.0,436425.0,32.578754852194685,0.9643896976483762,21.209205020920503,0.14637114942065263,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,South East Delhi,60.0,1751.0,28.704918032786885,0.9166666666666666,7.666666666666667,0.05547681495501041,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,South West Delhi,9255.0,311226.0,33.624243733794295,0.9612101566720691,19.308333333333334,0.17090213007738364,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Delhi,West Delhi,19414.0,405047.0,20.862580479011076,0.9480271968682394,13.861386138613861,-0.1285330145334541,False,YELLOW: Hybrid Center,Stable in current zone
Goa,Bardez,2.0,71.0,23.666666666666668,1.0,2.0,-0.06273892983315475,False,YELLOW: Hybrid Center,Stable in current zone
Goa,Bicholim,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Goa,North Goa,1354.0,56614.0,41.78154981549815,0.9268833087149188,11.09,0.3623022694984228,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Goa,South Goa,977.0,46822.0,47.875255623721884,0.9344933469805528,12.384615384615385,0.5052828233237612,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Goa,Tiswadi,0.0,6.0,6.0,,,-0.47726333644935653,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Ahmadabad,6667.0,23442.0,3.515596880623875,0.9640017999100045,17.033195020746888,-0.5355564909128374,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Ahmedabad,19130.0,673374.0,35.19805551199624,0.9682697334030319,21.125,0.20782949197274683,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Amreli,4293.0,96402.0,22.45039590125757,0.9426974143955276,14.008097165991902,-0.09127707609631552,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Anand,6980.0,152844.0,21.894284486463256,0.9232091690544413,10.458100558659218,-0.10432547727915187,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Arvalli,2391.0,37765.0,15.78804347826087,0.9510664993726474,16.54237288135593,-0.24760015259503557,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Banas Kantha,13498.0,1020.0,0.07556115267797614,0.9420654911838791,7.659003831417625,-0.6162722702825718,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Banaskantha,17360.0,226964.0,13.073210068544439,0.9058179723502304,6.078239608801956,-0.311300041739821,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Bharuch,4351.0,126184.0,28.99448529411765,0.9774764421971961,37.82828282828283,0.062271118568894175,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Bhavnagar,10174.0,199014.0,19.55911547911548,0.9562610575977983,18.878923766816143,-0.1591170554179848,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Botad,2947.0,23801.0,8.073609226594302,0.9419748897183576,13.383720930232558,-0.4286089043243819,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Chhotaudepur,4107.0,43433.0,10.572784810126583,0.8565863160457755,3.7542372881355934,-0.3699691339964526,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Dahod,10509.0,151611.0,14.425404376784016,0.8784851080026643,4.179186228482003,-0.2795726336311711,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Dang,872.0,0.0,0.0,0.8142201834862385,3.2576687116564416,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Devbhumi Dwarka,2490.0,32050.0,12.866318747490967,0.9104417670682731,8.236607142857142,-0.3161544663866361,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Dohad,13003.0,20928.0,1.6093509689326362,0.9484734292086442,7.456035767511177,-0.5802839695208585,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Gandhinagar,5650.0,141152.0,24.978233940895418,0.8693805309734514,5.514208389715832,-0.03196478005465087,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Gir Somnath,5723.0,48832.0,8.53109713487072,0.9348243928009785,11.697860962566844,-0.4178745701519837,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Jamnagar,6078.0,126821.0,20.86214837966771,0.9537676867390589,17.72340425531915,-0.1285431531593357,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Junagadh,5536.0,140717.0,25.413942568177713,0.9833815028901735,52.43010752688172,-0.021741467214174266,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Kachchh,9302.0,190750.0,20.504138449962376,0.9439905396688885,11.831417624521073,-0.13694337129181558,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Kheda,7567.0,169780.0,22.433932346723044,0.9316770186335404,11.247104247104247,-0.0916633711061769,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Mahesana,6490.0,150130.0,23.128947773840704,0.9548536209553159,17.989795918367346,-0.0753557753977776,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Mahisagar,2563.0,38459.0,14.999609984399376,0.9492781896215373,15.541984732824428,-0.2660996767195228,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Morbi,8004.0,51678.0,6.455715178013741,0.9184157921039481,8.483180428134556,-0.4665705969916881,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Narmada,1280.0,53955.0,42.11943793911007,0.97734375,38.5,0.3702303567027375,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Navsari,2757.0,75154.0,27.249456127628715,0.9626405513239028,23.58653846153846,0.021326372544358877,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Panch Mahals,1402.0,744.0,0.5302922309337135,0.9286733238231099,8.495049504950495,-0.6056026213929168,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Panchmahals,6279.0,137238.0,21.853184713375796,0.947603121516165,14.63030303030303,-0.10528982779148054,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Patan,8967.0,103508.0,11.54192685102587,0.9201516672242668,8.400278940027894,-0.34722952855698513,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Porbandar,2519.0,45608.0,18.098412698412698,0.9281460897181422,11.021978021978022,-0.19339046787535027,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Rajkot,17070.0,306311.0,17.943354226465935,0.9461628588166374,13.498913043478261,-0.19702870491730576,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Sabar Kantha,2437.0,1260.0,0.51681706316653,0.9355765285186705,6.8544303797468356,-0.6059187979545816,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Sabarkantha,5115.0,134264.0,26.243940578577014,0.9337243401759531,10.597058823529412,-0.0022666880017177637,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Surat,25469.0,639181.0,25.095445622300748,0.9741646707762378,27.939301972685886,-0.02921456669523399,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Surendra Nagar,6855.0,134470.0,19.6134772462077,0.9508388037928519,14.357988165680473,-0.15784153017761626,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Surendranagar,1442.0,1440.0,0.997920997920998,0.9459084604715673,9.759493670886076,-0.5946303457050638,False,GREEN: Enrolment Van,Stable in current zone
Gujarat,Tapi,2212.0,52215.0,23.59466787166742,0.9317359855334539,12.210526315789474,-0.06442828404678562,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,The Dangs,1328.0,34531.0,25.982693754702783,0.9442771084337349,14.24,-0.008396490906255478,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Gujarat,Vadodara,12284.0,301444.0,24.537566137566138,0.9556333441875611,17.043956043956044,-0.04230445324464718,False,YELLOW: Hybrid Center,Stable in current zone
Gujarat,Valsad,7448.0,132367.0,17.769767754060947,0.9699248120300752,25.857777777777777,-0.2011016763967554,False,YELLOW: Hybrid Center,Stable in current zone
Haryana,Akhera,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Haryana,Ambala,3218.0,105998.0,32.92885989437713,0.9897451833436918,90.08823529411765,0.15458589007333298,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Bhiwani,3489.0,129905.0,37.222063037249285,0.995414158784752,195.35294117647058,0.25532008735344003,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Charkhi Dadri,858.0,21883.0,25.474970896391152,1.0,839.0,-0.020309520145903252,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Faridabad,16155.0,279506.0,17.300445654865065,0.9800061900340452,38.910493827160494,-0.21211368383153145,False,YELLOW: Hybrid Center,Stable in current zone
Haryana,Fatehabad,2612.0,111764.0,42.772292384232685,0.9961715160796325,228.1818181818182,0.3855487020690319,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Gurgaon,6861.0,190004.0,27.689303410084523,0.9712869844046057,27.358585858585858,0.031646793323325456,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Gurugram,2636.0,0.0,0.0,0.9214719271623673,8.673076923076923,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Haryana,Hisar,5234.0,179073.0,34.20687679083095,0.9965609476499809,259.3157894736842,0.1845728256760498,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Jhajjar,2624.0,89023.0,33.91352380952381,0.9961890243902439,228.63636363636363,0.17768969527008177,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Jhajjar *,1.0,0.0,0.0,1.0,0.0,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Haryana,Jind,3821.0,135281.0,35.39534275248561,1.0,3729.0,0.2124585698763396,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Kaithal,2991.0,119910.0,40.07687165775401,0.995987963891675,222.6153846153846,0.32230430524499887,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Karnal,4048.0,143150.0,35.35440849592492,0.9980237154150198,429.0,0.21149810298514554,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Kurukshetra,2404.0,98701.0,41.03991683991684,0.9954242928452579,192.91666666666666,0.34490085615145016,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Mahendragarh,2754.0,77366.0,28.08203266787659,0.9912854030501089,103.0,0.040861653467499655,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Mewat,7558.0,134992.0,17.85844688450853,0.9974861074358295,349.45,-0.19902094070271623,False,YELLOW: Hybrid Center,Stable in current zone
Haryana,Nuh,1506.0,0.0,0.0,0.9721115537848606,29.093023255813954,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Haryana,Palwal,4703.0,127665.0,27.13966836734694,0.9991494790559218,873.4,0.01875035143957444,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Panchkula,1384.0,71787.0,51.83176895306859,0.9963872832369942,214.5,0.5981170501228104,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Haryana,Panipat,6088.0,148857.0,24.44687140745607,0.9922798948751642,114.54166666666667,-0.04443248225495434,False,YELLOW: Hybrid Center,Stable in current zone
Haryana,Rewari,2485.0,93763.0,37.71641190667739,0.9975855130784709,332.7142857142857,0.26691931405689723,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Rohtak,3413.0,102501.0,30.02372583479789,0.9821271608555523,50.983870967741936,0.08642085391177054,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Sirsa,3335.0,152228.0,45.63189448441247,0.999400299850075,1045.0,0.4526453924691528,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Sonipat,4619.0,145317.0,31.453896103896103,0.9919896081402901,113.52631578947368,0.11997786233581226,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Yamuna Nagar,3396.0,141609.0,41.68648807771563,0.9976442873969376,364.22222222222223,0.36007177456750555,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Haryana,Yamunanagar,59.0,1310.0,21.833333333333332,1.0,56.0,-0.1057556135386097,False,YELLOW: Hybrid Center,Stable in current zone
Himachal Pradesh,Bilaspur,999.0,28666.0,28.666,1.0,985.0,0.05456365602401116,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Chamba,1657.0,53500.0,32.26779252110977,0.995775497887749,198.25,0.13907483947123947,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Hamirpur,1198.0,31139.0,25.970809007506254,0.9991652754590985,590.5,-0.008675350403204045,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Kangra,3966.0,124040.0,31.26796067557348,0.994452849218356,168.2173913043478,0.11561513933047088,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Kinnaur,163.0,5636.0,34.36585365853659,0.9693251533742331,22.833333333333332,0.1883030025676375,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Kullu,1239.0,30850.0,24.879032258064516,0.9144471347861178,9.551401869158878,-0.03429241318922492,False,YELLOW: Hybrid Center,Stable in current zone
Himachal Pradesh,Lahaul and Spiti,3.0,106.0,26.5,1.0,3.0,0.0037413995298209816,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Lahul & Spiti,38.0,872.0,22.358974358974358,1.0,36.0,-0.09342215876991285,False,YELLOW: Hybrid Center,Stable in current zone
Himachal Pradesh,Lahul and Spiti,32.0,998.0,30.242424242424242,1.0,31.0,0.09155231585417933,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Mandi,2514.0,79639.0,31.665606361829028,0.9956245027844073,205.0,0.12494535681001274,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Shimla,1670.0,55469.0,33.19509275882705,0.9874251497005988,67.63636363636364,0.16083268366717265,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Sirmaur,1584.0,50871.0,32.09526813880126,0.9955808080808081,188.75,0.13502678849746994,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Solan,1176.0,42552.0,36.152931180968565,0.9948979591836735,157.85714285714286,0.23023435631650171,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Himachal Pradesh,Una,1247.0,41110.0,32.94070512820513,1.0,1226.0,0.1548638224426036,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Jaipur,Near meera hospital,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Anantnag,4.0,18.0,3.6,1.0,3.0,-0.5335760860274066,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Badgam,2.0,15.0,5.0,1.0,0.0,-0.5007269821068774,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Bandipur,2.0,0.0,0.0,1.0,2.0,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Baramula,47.0,174.0,3.625,1.0,43.0,-0.5329894948859686,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Doda,2.0,9.0,3.0,1.0,2.0,-0.5476542734219191,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Jammu,62.0,425.0,6.746031746031746,1.0,52.0,-0.45975871191120604,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Kargil,4.0,13.0,2.6,1.0,2.0,-0.5570397316849274,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Kathua,8.0,95.0,10.555555555555555,1.0,8.0,-0.37037339512065043,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Kupwara,9.0,10.0,1.0,1.0,8.0,-0.5945815647369608,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Leh (ladakh),3.0,18.0,4.5,1.0,3.0,-0.5124588049356378,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Pulwama,4.0,3.0,0.6,1.0,4.0,-0.6039670229999692,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Punch,1.0,10.0,5.0,1.0,1.0,-0.5007269821068774,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Rajauri,2.0,27.0,9.0,1.0,1.0,-0.406872399476794,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Srinagar,3.0,26.0,6.5,1.0,2.0,-0.46553151362059614,False,GREEN: Enrolment Van,Stable in current zone
Jammu & Kashmir,Udhampur,2.0,11.0,3.6666666666666665,1.0,2.0,-0.5320118429835718,False,GREEN: Enrolment Van,Stable in current zone
Jammu And Kashmir,Doda,538.0,0.0,0.0,0.9684014869888475,14.5,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Jammu And Kashmir,Shopian,412.0,0.0,0.0,0.9514563106796117,14.666666666666666,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Jammu and Kashmir,?,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Jammu and Kashmir,Anantnag,3350.0,83117.0,24.803640704267384,0.9895522388059701,82.63888888888889,-0.036061373893090755,False,YELLOW: Hybrid Center,Stable in current zone
